asm_Beng	hi
ben_Beng	hi
brx_Deva	hi
doi_Deva	hi
gom_Deva	hi
eng_Latn	en
guj_Gujr	hi
hin_Deva	hi
kan_Knda	hi
kas_Arab	ar
kas_Deva	hi
mai_Deva	hi
mar_Deva	hi
mal_Mlym	hi
mni_Beng	hi
mni_Mtei	en
npi_Deva	hi
ory_Orya	hi
pan_Guru	hi
san_Deva	hi
sat_Olck	hi
snd_Arab	ar
snd_Deva	hi
tam_Taml	hi
tel_Telu	hi
urd_Arab	ar
